run_id,experiment,dataset,split_type,fold,regime,detector,rho_assumed,rho_used,metric,value,n_test,n_pos_test,check
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,Precision,0.0893854748603352,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,Recall,0.21333333333333335,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,F1,0.12598425196850394,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,TN,56724.0,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,FP,163.0,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,FN,59.0,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,TP,16.0,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,n_alerts,179.0,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,alert_rate,0.0031424458410870405,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,prevalence,0.001316667251852112,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,lift,67.88767225325884,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,tie_ratio,0.006917013395129956,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,fit_seconds,6.807711124420166,56962,75,
79e23dd9e7a1,headline,ULB,chronological,0,N,KMeans,0.005,0.005,score_seconds,0.16349244117736816,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,PR_AUC,0.13996640831520835,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,ROC_AUC,0.9638818476394724,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,Precision,0.21761658031088082,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,Recall,0.56,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,F1,0.31343283582089554,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,TN,56736.0,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,FP,151.0,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,FN,33.0,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,TP,42.0,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,n_alerts,193.0,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,alert_rate,0.0033882237280994346,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,prevalence,0.001316667251852112,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,lift,165.27834196891192,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,tie_ratio,0.07229507908920141,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,fit_seconds,0.0,56962,75,
5d70843a71b2,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,score_seconds,0.0,56962,75,
cbbec452616b,headline,ULB,chronological,0,N,Ensemble,0.005,0.005,single_point_invariant,1.0,56962,75,invariance
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,PR_AUC,0.054562789355073034,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,ROC_AUC,0.9484357879070203,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,Precision,0.0,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,Recall,0.0,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,F1,0.0,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,TN,56804.0,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,FP,83.0,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,FN,75.0,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,TP,0.0,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,n_alerts,83.0,56962,75,
4c58253daf35,headline,ULB,chronological,0,O,IsolationForest,0.005,0.0021066922590763323,alert_rate,0.0014571117587163372,56962,75,
